Order_ID,Agent_Age,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,Agent_Rating,Distance
yrql623269822,20,26.88842,75.800689,27.02842,75.940689,2022-04-02,1900-01-01 23:30:00,1900-01-01 23:45:00,Cloudy,low,motorcycle ,Urban ,115,Books,5.0,20.853682410815633
jrxi781049636,37,17.451976,78.385883,17.511976,78.445883,2022-03-17,1900-01-01 21:30:00,1900-01-01 21:45:00,Windy,jam,motorcycle ,Metropolitian ,205,Kitchen,4.9,9.219891156313508
lsxl647800792,32,0.0,0.0,0.08,0.08,2022-03-02,1900-01-01 22:30:00,1900-01-01 22:35:00,Stormy,low,scooter ,Metropolitian ,120,Clothing,4.9,12.580285199006964
wbov831177803,25,11.026117,76.944652,11.066117,76.984652,2022-04-03,1900-01-01 15:55:00,1900-01-01 16:10:00,Sunny,medium,scooter ,Metropolitian ,90,Outdoors,4.9,6.232148094865792
odxf339103461,32,0.0,0.0,0.09,0.09,2022-03-06,1900-01-01 21:50:00,1900-01-01 22:00:00,Sunny,jam,scooter ,Metropolitian ,85,Shoes,4.7,14.152820238129527
lbev897514427,39,30.335259,78.053162,30.465259,78.183162,2022-02-16,1900-01-01 19:45:00,1900-01-01 19:55:00,Sandstorms,jam,motorcycle ,Urban ,180,Pet Supplies,4.9,19.089424940906678
dazp415124031,29,21.186884,72.793616,21.266884,72.873616,2022-03-20,1900-01-01 22:10:00,1900-01-01 22:20:00,Sunny,low,motorcycle ,Metropolitian ,140,Shoes,4.9,12.161015921769494
iscz334356728,28,0.0,0.0,0.01,0.01,2022-03-21,1900-01-01 10:55:00,1900-01-01 11:00:00,Fog,low,scooter ,Urban ,70,Pet Supplies,4.9,1.5725359013624185
ujur015088872,23,18.563934,73.915367,18.603935,73.955367,2022-03-09,1900-01-01 16:35:00,1900-01-01 16:40:00,Cloudy,medium,motorcycle ,Metropolitian ,125,Snacks,4.6,6.128427843391064
zxxs359838010,36,22.311603,73.165012,22.341603,73.195012,2022-03-07,1900-01-01 22:25:00,1900-01-01 22:40:00,Windy,low,scooter ,Metropolitian ,125,Toys,4.7,4.5442181182226795
uxcg799081371,20,18.53408,73.89852,18.54408,73.90852,2022-03-26,1900-01-01 08:50:00,1900-01-01 08:55:00,Cloudy,low,motorcycle ,Urban ,95,Pet Supplies,4.8,1.5322774439552878
zcba016020885,34,22.514119,88.362504,22.604119,88.452504,2022-02-12,1900-01-01 23:35:00,1900-01-01 23:40:00,Sunny,low,motorcycle ,Urban ,80,Skincare,5.0,13.622129917655608
bips302496340,28,22.311844,73.165081,22.361844,73.215081,2022-03-07,1900-01-01 18:35:00,1900-01-01 18:50:00,Cloudy,medium,scooter ,Urban ,95,Pet Supplies,4.7,7.573440345887002
lilz845311477,21,19.207222,72.972281,19.247222,73.012281,2022-03-01,1900-01-01 16:30:00,1900-01-01 16:40:00,Stormy,medium,motorcycle ,Metropolitian ,50,Pet Supplies,4.8,6.117227545024823
btnn356566318,32,19.055831,72.833984,19.095831,72.873984,2022-03-24,1900-01-01 12:15:00,1900-01-01 12:20:00,Fog,high,motorcycle ,Metropolitian ,125,Shoes,4.9,6.119875165135543
yooj669958312,32,12.3085,76.665808,12.3385,76.695808,2022-03-17,1900-01-01 18:00:00,1900-01-01 18:10:00,Sandstorms,medium,motorcycle ,Urban ,145,Outdoors,4.7,4.663573130744811
qhtd029176346,35,26.469003,80.316344,26.549003,80.396344,2022-02-14,1900-01-01 17:55:00,1900-01-01 18:10:00,Windy,medium,motorcycle ,Semi-Urban ,245,Kitchen,4.0,11.93729977371893
nyrv300135641,31,23.359407,85.325055,23.469407,85.435055,2022-03-16,1900-01-01 19:40:00,1900-01-01 19:55:00,Sunny,jam,motorcycle ,Metropolitian ,155,Skincare,4.8,16.600977179565007
tkzg695505521,24,19.1813,72.836191,19.2313,72.886191,2022-03-19,1900-01-01 19:45:00,1900-01-01 19:55:00,Fog,jam,motorcycle ,Metropolitian ,125,Toys,4.9,7.646993145309475
kanl313180721,29,19.875337,75.316722,19.925337,75.366722,2022-02-11,1900-01-01 21:25:00,1900-01-01 21:30:00,Sunny,jam,motorcycle ,Urban ,220,Apparel,4.3,7.631535364665761
xciw346661854,38,23.359407,85.325055,23.469407,85.435055,2022-03-06,1900-01-01 17:10:00,1900-01-01 17:20:00,Stormy,medium,motorcycle ,Metropolitian ,115,Home,5.0,16.600977179565007
knui767630431,38,0.0,0.0,0.03,0.03,2022-02-13,1900-01-01 22:15:00,1900-01-01 22:20:00,Sandstorms,low,scooter ,Metropolitian ,140,Apparel,4.8,4.717607608282883
zjcu266669500,23,18.927584,72.832585,18.977584,72.882585,2022-03-13,1900-01-01 18:10:00,1900-01-01 18:25:00,Stormy,medium,motorcycle ,Urban ,100,Pet Supplies,4.7,7.652520743237146
wsmx085102496,27,10.994136,76.963303,11.034136,77.003303,2022-03-24,1900-01-01 17:00:00,1900-01-01 17:15:00,Cloudy,medium,motorcycle ,Metropolitian ,105,Home,4.8,6.232480819776147
tyrw494837215,30,27.160832,78.011608,27.170832,78.021608,2022-02-11,1900-01-01 10:25:00,1900-01-01 10:35:00,Sunny,low,scooter ,Metropolitian ,65,Kitchen,4.9,1.488331158811566
jvkb235201559,30,0.0,0.0,0.11,0.11,2022-03-12,1900-01-01 17:10:00,1900-01-01 17:25:00,Sunny,medium,motorcycle ,Metropolitian ,150,Electronics,4.7,17.297889645743044
gncv960770054,21,21.157735,72.768778,21.207735,72.818778,2022-04-01,1900-01-01 17:25:00,1900-01-01 17:30:00,Windy,medium,scooter ,Metropolitian ,135,Outdoors,4.7,7.601691884760726
xqbp038292443,33,22.732225,75.874765,22.792225,75.934765,2022-03-17,1900-01-01 21:50:00,1900-01-01 21:55:00,Sandstorms,jam,motorcycle ,Metropolitian ,145,Skincare,4.6,9.07524097388573
ycfv493363096,25,12.311072,76.654878,12.391072,76.734878,2022-03-02,1900-01-01 20:50:00,1900-01-01 21:00:00,Fog,jam,motorcycle ,Metropolitian ,195,Apparel,4.7,12.435555351533766
ubui354029167,28,17.438263,78.397865,17.488263,78.447865,2022-03-30,1900-01-01 23:00:00,1900-01-01 23:10:00,Sandstorms,low,van,Urban ,80,Cosmetics,4.9,7.683619010285586
nrzs708510923,35,11.003669,76.976494,11.063669,77.036494,2022-04-01,1900-01-01 19:25:00,1900-01-01 19:40:00,Sandstorms,jam,scooter ,Metropolitian ,125,Skincare,4.8,9.348416435227227
embk334058611,21,12.949934,77.699386,12.979934,77.729386,2022-04-03,1900-01-01 22:40:00,1900-01-01 22:45:00,Cloudy,low,motorcycle ,Metropolitian ,100,Toys,4.6,4.657864167337784
pjfs861571865,31,18.539299,73.897902,18.549299,73.907902,2022-03-26,1900-01-01 09:20:00,1900-01-01 09:25:00,Sandstorms,low,motorcycle ,Other,125,Sports,4.6,1.5322552838417196
kipd030918323,20,22.727021,75.884167,22.767021,75.924167,2022-03-26,1900-01-01 16:50:00,1900-01-01 16:55:00,Fog,medium,scooter ,Metropolitian ,75,Shoes,5.0,6.050470245330046
ppaz913078086,23,22.745049,75.892471,22.825049,75.972471,2022-04-04,1900-01-01 23:45:00,1900-01-01 23:55:00,Fog,low,motorcycle ,Metropolitian ,115,Jewelry,4.6,12.099391135728517
xuvs788371869,31,23.214459,77.434976,23.284459,77.504976,2022-02-16,1900-01-01 22:40:00,1900-01-01 22:55:00,Windy,low,scooter ,Metropolitian ,135,Books,4.7,10.570261521892574
xblb821111135,35,26.892312,75.806896,26.952313,75.866896,2022-03-03,1900-01-01 18:35:00,1900-01-01 18:40:00,Sandstorms,medium,motorcycle ,Metropolitian ,145,Home,4.8,8.938644646483974
bhvv715177528,22,19.065838,72.832658,19.155838,72.922658,2022-03-29,1900-01-01 23:45:00,1900-01-01 23:50:00,Fog,low,scooter ,Metropolitian ,125,Apparel,4.5,13.76834460349604
lwxf062949516,39,23.351489,85.324253,23.401489,85.374253,2022-03-15,1900-01-01 21:20:00,1900-01-01 21:35:00,Windy,jam,scooter ,Metropolitian ,150,Toys,5.0,7.546887331090608
cxio462008934,28,12.979096,77.640625,12.989096,77.650625,2022-03-11,1900-01-01 08:15:00,1900-01-01 08:25:00,Sunny,low,van,Urban ,100,Cosmetics,4.7,1.5525631276149985
wohv697899145,21,0.0,0.0,0.01,0.01,2022-03-07,1900-01-01 11:25:00,1900-01-01 11:40:00,Fog,high,scooter ,Urban ,170,Toys,4.0,1.5725359013624185
tsdj323182122,32,12.972161,77.596014,13.002161,77.626014,2022-03-09,1900-01-01 23:55:00,1900-01-01 00:05:00,Stormy,low,motorcycle ,Metropolitian ,155,Apparel,4.2,4.657661370487178
uavb632289359,24,0.0,0.0,0.07,0.07,2022-02-16,1900-01-01 21:10:00,1900-01-01 21:25:00,Sandstorms,jam,motorcycle ,Metropolitian ,155,Skincare,5.0,11.007749968275446
aozf567699616,29,11.025083,77.015393,11.085083,77.075393,2022-03-07,1900-01-01 18:55:00,1900-01-01 19:10:00,Fog,medium,scooter ,Urban ,55,Kitchen,4.7,9.348081835624752
iqyr696887259,20,18.592718,73.773572,18.622718,73.803572,2022-03-15,1900-01-01 21:00:00,1900-01-01 21:15:00,Fog,jam,scooter ,Metropolitian ,130,Sports,4.7,4.595956622985964
pwpd157101110,31,0.0,0.0,0.13,0.13,2022-03-16,1900-01-01 21:50:00,1900-01-01 22:05:00,Sunny,jam,scooter ,Urban ,110,Skincare,4.8,20.442957999506234
vblk785907449,20,19.1093,72.825451,19.1293,72.845451,2022-04-03,1900-01-01 11:30:00,1900-01-01 11:45:00,Cloudy,high,motorcycle ,Metropolitian ,165,Snacks,4.3,3.0595584736317885
elmn152697777,25,18.554382,73.798206,18.574382,73.818206,2022-03-19,1900-01-01 10:25:00,1900-01-01 10:35:00,Stormy,low,motorcycle ,Urban ,60,Skincare,4.6,3.0643399074375592
isae444949484,38,23.371292,85.327872,23.441292,85.397872,2022-03-08,1900-01-01 18:10:00,1900-01-01 18:25:00,Sunny,medium,motorcycle ,Metropolitian ,145,Clothing,4.5,10.564555116193848
lpfa905719219,35,11.026117,76.944652,11.156117,77.074652,2022-03-12,1900-01-01 21:55:00,1900-01-01 22:10:00,Windy,jam,scooter ,Metropolitian ,150,Cosmetics,4.6,20.252952383378002
xqyb349062661,30,21.186438,72.794115,21.256438,72.864115,2022-03-02,1900-01-01 21:55:00,1900-01-01 22:10:00,Windy,jam,scooter ,Urban ,140,Kitchen,4.7,10.641071708232364
jkwj506778196,21,11.022169,76.999594,11.082169,77.059594,2022-03-01,1900-01-01 20:00:00,1900-01-01 20:05:00,Sandstorms,jam,scooter ,Metropolitian ,140,Skincare,4.7,9.348127404600463
gwxl648477100,25,0.0,0.0,0.06,0.06,2022-02-13,1900-01-01 21:25:00,1900-01-01 21:40:00,Cloudy,jam,motorcycle ,Metropolitian ,135,Home,4.6,9.435214569886142
vsdy561263591,25,12.978453,77.643685,12.998453,77.663685,2022-03-28,1900-01-01 11:35:00,1900-01-01 11:40:00,Stormy,high,motorcycle ,Metropolitian ,135,Pet Supplies,4.6,3.105099726413824
xcga091527106,35,12.934365,77.616155,13.024365,77.706155,2022-03-08,1900-01-01 18:50:00,1900-01-01 19:05:00,Sandstorms,medium,scooter ,Metropolitian ,180,Outdoors,3.8,13.973196862151427
amic715701365,38,18.53408,73.89852,18.66408,74.02852,2022-03-25,1900-01-01 21:15:00,1900-01-01 21:30:00,Stormy,jam,motorcycle ,Metropolitian ,215,Pet Supplies,4.4,19.916287519285174
cdcg018689315,33,12.981615,80.231598,13.071615,80.321598,2022-03-23,1900-01-01 22:40:00,1900-01-01 22:50:00,Sunny,low,scooter ,Metropolitian ,115,Sports,5.0,13.971900982101234
cyud480632619,23,19.003517,72.82765,19.033517,72.85765,2022-03-05,1900-01-01 00:00:00,1900-01-01 00:10:00,Cloudy,low,motorcycle ,Urban ,90,Sports,5.0,4.5906544651856676
dvau164987433,34,17.483216,78.552111,17.493216,78.562111,2022-03-05,1900-01-01 10:55:00,1900-01-01 11:10:00,Cloudy,low,motorcycle ,Metropolitian ,75,Cosmetics,4.6,1.536623458070066
xbmt292994631,21,26.914142,75.805704,27.004142,75.895704,2022-03-12,1900-01-01 20:15:00,1900-01-01 20:25:00,Sunny,jam,motorcycle ,Metropolitian ,50,Kitchen,5.0,13.40590236877501
qdxx011728420,33,12.310972,76.659264,12.390972,76.739264,2022-03-25,1900-01-01 21:30:00,1900-01-01 21:35:00,Cloudy,jam,scooter ,Metropolitian ,210,Sports,4.4,12.435557672161545
ftbx498626392,36,26.47,80.35,26.51,80.39,2022-02-11,1900-01-01 13:10:00,1900-01-01 13:15:00,Stormy,high,motorcycle ,Metropolitian ,165,Apparel,4.0,5.969089147899097
wqdj528618581,32,-22.538731,88.364878,22.578731,88.404878,2022-02-15,1900-01-01 15:25:00,1900-01-01 15:35:00,Sandstorms,medium,van,Urban ,165,Apparel,4.4,5016.841675727829
gcfv446789487,27,0.0,0.0,0.13,0.13,2022-03-10,1900-01-01 18:40:00,1900-01-01 18:50:00,Sandstorms,medium,motorcycle ,Metropolitian ,180,Shoes,4.4,20.442957999506234
ntot874632270,35,12.939496,77.625999,12.989496,77.675999,2022-04-01,1900-01-01 17:55:00,1900-01-01 18:00:00,Sandstorms,medium,motorcycle ,Metropolitian ,125,Toys,4.6,7.763113507581405
mujk177367775,36,12.972793,80.249982,12.992793,80.269982,2022-03-07,1900-01-01 10:30:00,1900-01-01 10:35:00,Windy,low,scooter ,Urban ,110,Toys,4.7,3.10513417820445
tqef437144383,37,22.761226,75.887522,22.891226,76.017522,2022-03-14,1900-01-01 17:25:00,1900-01-01 17:30:00,Fog,medium,scooter ,Metropolitian ,155,Electronics,4.2,19.658779325790046
adkm936976136,36,18.546947,73.900626,18.676947,74.030626,2022-04-06,1900-01-01 19:45:00,1900-01-01 19:55:00,Fog,jam,scooter ,Metropolitian ,220,Jewelry,4.1,19.915575060046425
wmzp035697454,37,17.428294,78.404423,17.498294,78.474423,2022-03-02,1900-01-01 20:30:00,1900-01-01 20:35:00,Sunny,jam,scooter ,Metropolitian ,95,Outdoors,4.8,10.757065525551635
ddsx642148737,26,19.254567,72.848923,19.264567,72.858923,2022-03-05,1900-01-01 11:35:00,1900-01-01 11:45:00,Windy,high,scooter ,Metropolitian ,100,Pet Supplies,4.6,1.5291648781992035
iiwb543739031,24,17.438263,78.397865,17.448263,78.407865,2022-03-19,1900-01-01 10:20:00,1900-01-01 10:25:00,Windy,low,scooter ,Urban ,65,Electronics,4.8,1.5368041891161555
llst168910754,30,13.029198,77.570997,13.089198,77.630997,2022-03-09,1900-01-01 18:30:00,1900-01-01 18:40:00,Sandstorms,medium,scooter ,Metropolitian ,130,Pet Supplies,4.7,9.31400347269982
dzmt683480399,21,12.299524,76.64262,12.319524,76.66262,2022-03-05,1900-01-01 09:45:00,1900-01-01 10:00:00,Cloudy,low,motorcycle ,Urban ,110,Cosmetics,4.6,3.109129630346778
aiok981430524,39,12.297954,76.665169,12.427954,76.795169,2022-03-10,1900-01-01 23:25:00,1900-01-01 23:30:00,Stormy,low,motorcycle ,Urban ,120,Cosmetics,4.9,20.207327600381788
jbfp563049875,30,12.337978,76.616792,12.407978,76.686792,2022-03-06,1900-01-01 21:15:00,1900-01-01 21:25:00,Windy,jam,scooter ,Metropolitian ,180,Electronics,3.6,10.880665860526864
ownw108423154,32,22.308096,73.167753,22.398096,73.257753,2022-03-16,1900-01-01 22:25:00,1900-01-01 22:35:00,Fog,low,scooter ,Metropolitian ,195,Sports,4.2,13.631459096627768
upnj910952034,27,17.450851,78.379347,17.490851,78.419347,2022-04-01,1900-01-01 16:30:00,1900-01-01 16:35:00,Sandstorms,medium,motorcycle ,Metropolitian ,125,Jewelry,4.5,6.146773217614508
jaqb296421069,35,0.0,0.0,0.05,0.05,2022-03-28,1900-01-01 17:15:00,1900-01-01 17:30:00,Windy,medium,scooter ,Metropolitian ,130,Toys,4.8,7.862679027790194
qary241303916,29,22.569367,88.433187,22.589367,88.453187,2022-02-17,1900-01-01 10:15:00,1900-01-01 10:25:00,Windy,low,motorcycle ,Metropolitian ,85,Outdoors,4.6,3.026935575751597
uhpk983687833,39,17.430448,78.418213,17.510448,78.498213,2022-03-16,1900-01-01 18:25:00,1900-01-01 18:35:00,Fog,medium,scooter ,Metropolitian ,210,Books,4.2,12.293558905489103
rkub773133967,35,23.355164,85.324097,23.365164,85.334097,2022-03-19,1900-01-01 10:30:00,1900-01-01 10:35:00,Stormy,low,van,Metropolitian ,135,Cosmetics,4.8,1.5094624827910066
xqwj062225007,35,12.934179,77.615797,12.954179,77.635797,2022-03-19,1900-01-01 08:55:00,1900-01-01 09:00:00,Cloudy,low,van,Metropolitian ,85,Electronics,4.7,3.1053688342194934
ppqu091710374,28,22.727021,75.884167,22.787021,75.944167,2022-03-01,1900-01-01 19:55:00,1900-01-01 20:00:00,Windy,jam,motorcycle ,Metropolitian ,130,Shoes,4.6,9.075399895075487
lvot321040721,29,19.003517,72.82765,19.033517,72.85765,2022-03-13,1900-01-01 18:10:00,1900-01-01 18:25:00,Cloudy,medium,motorcycle ,Metropolitian ,60,Electronics,4.8,4.5906544651856676
xpqn162487738,35,12.972161,77.596014,13.052161,77.676014,2022-03-16,1900-01-01 20:45:00,1900-01-01 21:00:00,Sandstorms,jam,scooter ,Metropolitian ,185,Kitchen,4.4,12.419820492102538
mssh250682597,39,19.178321,72.834715,19.208321,72.864715,2022-03-28,1900-01-01 22:00:00,1900-01-01 22:05:00,Sandstorms,jam,motorcycle ,Metropolitian ,165,Electronics,4.1,4.588366577206169
jfnc735295503,38,12.98041,77.640489,13.07041,77.730489,2022-03-16,1900-01-01 21:10:00,1900-01-01 21:25:00,Sunny,jam,scooter ,Metropolitian ,95,Kitchen,4.7,13.971934086400077
wstj273121492,30,18.636215,73.751081,18.696215,73.811081,2022-03-21,1900-01-01 18:15:00,1900-01-01 18:30:00,Sandstorms,medium,scooter ,Metropolitian ,130,Home,4.9,9.190415799627871
brxu079445024,28,22.310526,73.170937,22.350526,73.210937,2022-03-05,1900-01-01 16:15:00,1900-01-01 16:20:00,Windy,medium,motorcycle ,Metropolitian ,120,Books,4.9,6.058878884434275
wbhh313445519,38,11.025083,77.015393,11.055083,77.045393,2022-03-21,1900-01-01 18:15:00,1900-01-01 18:20:00,Stormy,medium,motorcycle ,Metropolitian ,150,Snacks,4.5,4.674158230768449
sdbf161013270,30,0.0,0.0,0.06,0.06,2022-02-13,1900-01-01 19:30:00,1900-01-01 19:40:00,Fog,jam,motorcycle ,Metropolitian ,130,Toys,4.6,9.435214569886142
tkts969181323,32,13.027018,80.254791,13.067018,80.294791,2022-04-03,1900-01-01 14:55:00,1900-01-01 15:05:00,Sandstorms,high,motorcycle ,Metropolitian ,150,Home,4.9,6.209484754561457
pbnn212555159,35,10.96185,76.971082,11.04185,77.051082,2022-03-20,1900-01-01 20:15:00,1900-01-01 20:25:00,Cloudy,jam,motorcycle ,Urban ,195,Sports,4.9,12.465216357113148
udbd271279426,20,21.170798,72.790489,21.240798,72.860489,2022-03-08,1900-01-01 22:00:00,1900-01-01 22:10:00,Sunny,jam,motorcycle ,Urban ,150,Kitchen,4.8,10.641595955404297
isbw423152882,20,19.1093,72.825451,19.1593,72.875451,2022-04-03,1900-01-01 18:35:00,1900-01-01 18:50:00,Sandstorms,medium,motorcycle ,Metropolitian ,29,Grocery,4.6,7.648568512573332
iqzn613306773,37,26.766536,75.837333,26.786536,75.857333,2022-03-11,1900-01-01 11:10:00,1900-01-01 11:25:00,Sandstorms,high,motorcycle ,Metropolitian ,240,Toys,4.1,2.9812219730252805
cswn959316984,32,23.357804,85.325146,23.387804,85.355146,2022-03-07,1900-01-01 22:15:00,1900-01-01 22:25:00,Sunny,low,motorcycle ,Metropolitian ,80,Snacks,4.8,4.528190031352888
ckbl791360126,34,18.593481,73.785901,18.633481,73.825901,2022-03-13,1900-01-01 12:35:00,1900-01-01 12:50:00,Sandstorms,high,van,Metropolitian ,140,Home,4.8,6.127843916971148
knsh711012802,26,13.058616,80.264151,13.168616,80.374151,2022-03-20,1900-01-01 20:50:00,1900-01-01 21:00:00,Stormy,jam,motorcycle ,Metropolitian ,100,Jewelry,4.6,17.073836634362547
xyqe004474257,25,19.22384,72.841347,19.24384,72.861347,2022-04-01,1900-01-01 11:15:00,1900-01-01 11:20:00,Stormy,high,motorcycle ,Metropolitian ,170,Jewelry,5.0,3.058555719992573
kjzu864135126,36,26.90519,75.810753,27.03519,75.940753,2022-03-04,1900-01-01 20:35:00,1900-01-01 20:45:00,Fog,jam,motorcycle ,Metropolitian ,190,Sports,4.1,19.36323835232777
gndt894346367,20,17.438263,78.397865,17.528263,78.487865,2022-03-25,1900-01-01 17:30:00,1900-01-01 17:40:00,Sunny,medium,scooter ,Urban ,60,Sports,4.8,13.829789602064896
ilek182549403,38,19.121999,72.908493,19.231999,73.018493,2022-03-04,1900-01-01 21:55:00,1900-01-01 22:10:00,Windy,jam,motorcycle ,Metropolitian ,44,Grocery,4.9,16.824795352615862
zdbf496717124,25,22.31279,73.170283,22.35279,73.210283,2022-03-19,1900-01-01 13:40:00,1900-01-01 13:55:00,Cloudy,high,scooter ,Urban ,150,Cosmetics,4.9,6.058833538092054
etkc482149931,38,23.351058,85.325731,23.421058,85.395731,2022-03-29,1900-01-01 18:30:00,1900-01-01 18:40:00,Windy,medium,motorcycle ,Metropolitian ,180,Shoes,5.0,10.565293163965407
wjkj252874527,35,26.766536,75.837333,26.876536,75.947333,2022-03-27,1900-01-01 20:40:00,1900-01-01 20:50:00,Cloudy,jam,scooter ,Urban ,230,Outdoors,4.4,16.393834524897404
mnrh827146226,27,12.975996,80.221898,12.985996,80.231898,2022-03-28,1900-01-01 09:10:00,1900-01-01 09:25:00,Fog,low,motorcycle ,Metropolitian ,95,Kitchen,4.9,1.5525725601552687
ditl739189705,37,19.254567,72.848923,19.334567,72.928923,2022-03-20,1900-01-01 23:40:00,1900-01-01 23:50:00,Windy,low,motorcycle ,Metropolitian ,120,Toys,5.0,12.232086917132925
lmvd580003199,33,26.902328,75.794257,26.942328,75.834257,2022-03-24,1900-01-01 17:00:00,1900-01-01 17:05:00,Cloudy,medium,scooter ,Metropolitian ,80,Pet Supplies,4.9,5.959040870421227
itoc332320472,32,18.530963,73.828972,18.660963,73.958972,2022-03-04,1900-01-01 17:45:00,1900-01-01 17:50:00,Fog,medium,motorcycle ,Metropolitian ,195,Skincare,5.0,19.91646004358764
xyay828468136,35,13.044694,80.26147,13.094694,80.31147,2022-04-03,1900-01-01 17:45:00,1900-01-01 17:50:00,Stormy,medium,motorcycle ,Metropolitian ,135,Sports,4.9,7.761508978104436
uktm074177123,30,23.354422,85.3329,23.434422,85.4129,2022-03-08,1900-01-01 21:15:00,1900-01-01 21:20:00,Sandstorms,jam,motorcycle ,Metropolitian ,51,Grocery,4.7,12.074271987848425
ngdy521394617,26,0.0,0.0,0.07,0.07,2022-02-18,1900-01-01 23:00:00,1900-01-01 23:15:00,Fog,low,scooter ,Metropolitian ,145,Jewelry,4.9,11.007749968275446
jbhx406681006,36,13.027018,80.254791,13.117018,80.344791,2022-03-08,1900-01-01 18:40:00,1900-01-01 18:50:00,Cloudy,medium,scooter ,Metropolitian ,220,Electronics,4.3,13.970651518243109
qqll191513269,21,11.022169,76.999594,11.102169,77.079594,2022-03-04,1900-01-01 20:35:00,1900-01-01 20:40:00,Cloudy,jam,motorcycle ,Metropolitian ,190,Books,4.6,12.463961051889072
gins418715500,35,17.429585,78.392621,17.449585,78.412621,2022-03-21,1900-01-01 08:35:00,1900-01-01 08:40:00,Stormy,low,scooter ,Metropolitian ,145,Cosmetics,4.9,3.073637907066746
otzk774899715,36,11.025083,77.015393,11.075083,77.065393,2022-03-30,1900-01-01 22:50:00,1900-01-01 23:05:00,Windy,low,motorcycle ,Metropolitian ,110,Electronics,4.4,7.790133409939675
clln702602804,28,19.091458,72.827808,19.171458,72.907808,2022-04-06,1900-01-01 18:55:00,1900-01-01 19:00:00,Sunny,medium,motorcycle ,Metropolitian ,65,Home,4.5,12.237808518774864
ader823951542,22,18.543626,73.905101,18.653626,74.015101,2022-03-02,1900-01-01 22:35:00,1900-01-01 22:40:00,Cloudy,low,motorcycle ,Metropolitian ,100,Electronics,5.0,16.852265249953795
dfpz659976784,37,19.120083,72.907385,19.250083,73.037385,2022-03-12,1900-01-01 23:15:00,1900-01-01 23:20:00,Fog,low,scooter ,Urban ,175,Shoes,4.3,19.88338809561328
xfsh443000937,38,23.416792,85.316842,23.476792,85.376842,2022-03-13,1900-01-01 20:20:00,1900-01-01 20:25:00,Stormy,jam,scooter ,Metropolitian ,155,Home,4.1,9.054065456160073
yvix257205808,23,12.310972,76.659264,12.380972,76.729264,2022-03-06,1900-01-01 18:00:00,1900-01-01 18:05:00,Stormy,medium,scooter ,Metropolitian ,85,Clothing,5.0,10.881214590756338
vpdx713347439,34,17.450851,78.379347,17.470851,78.399347,2022-03-15,1900-01-01 08:20:00,1900-01-01 08:25:00,Windy,low,motorcycle ,Metropolitian ,100,Kitchen,4.5,3.0734670491164913
nebp089023584,35,26.902908,75.792934,27.012908,75.902934,2022-03-02,1900-01-01 21:50:00,1900-01-01 21:55:00,Stormy,jam,scooter ,Metropolitian ,160,Books,3.5,16.385070518576633
uxdc727808686,36,18.563934,73.915367,18.573935,73.925367,2022-03-26,1900-01-01 09:55:00,1900-01-01 10:10:00,Stormy,low,scooter ,Urban ,105,Cosmetics,4.6,1.532231305140191
hpop621464067,28,17.430448,78.418213,17.440448,78.428213,2022-04-03,1900-01-01 09:40:00,1900-01-01 09:45:00,Windy,low,scooter ,Urban ,95,Skincare,4.6,1.5368355652843537
ftlv551598074,22,26.483042,80.317833,26.593042,80.427833,2022-02-16,1900-01-01 21:00:00,1900-01-01 21:10:00,Cloudy,jam,motorcycle ,Metropolitian ,225,Skincare,4.9,16.41194021706746
cfrj130436763,29,12.323978,76.627961,12.403978,76.707961,2022-03-04,1900-01-01 23:55:00,1900-01-01 00:00:00,Stormy,low,van,Metropolitian ,80,Shoes,4.8,12.435255700012652
wtnu225269057,33,25.443994,81.860187,25.553994,81.970187,2022-02-16,1900-01-01 18:35:00,1900-01-01 18:40:00,Cloudy,medium,motorcycle ,Metropolitian ,235,Home,4.6,16.476975316891465
bzmi216364650,34,12.316967,76.603067,12.336967,76.623067,2022-03-03,1900-01-01 10:35:00,1900-01-01 10:50:00,Windy,low,scooter ,Metropolitian ,28,Grocery,4.8,3.1090286915973695
hxqu970434841,31,17.431668,78.408321,17.541668,78.518321,2022-03-08,1900-01-01 21:40:00,1900-01-01 21:45:00,Fog,jam,motorcycle ,Metropolitian ,270,Sports,4.6,16.90292487477394
jlnk170439498,25,18.53408,73.89852,18.60408,73.96852,2022-03-06,1900-01-01 18:55:00,1900-01-01 19:05:00,Fog,medium,van,Metropolitian ,26,Grocery,4.6,10.725049451929742
dgtc418849904,28,12.939496,77.625999,12.959496,77.645999,2022-03-26,1900-01-01 11:45:00,1900-01-01 11:55:00,Fog,high,scooter ,Metropolitian ,100,Pet Supplies,4.7,3.1053365626644696
zhuo598253236,24,12.321214,76.621094,12.431214,76.731094,2022-03-25,1900-01-01 22:30:00,1900-01-01 22:45:00,Sunny,low,scooter ,Metropolitian ,145,Jewelry,4.6,17.098084855752138
cygx373142724,23,18.530963,73.828972,18.600963,73.898972,2022-03-12,1900-01-01 19:40:00,1900-01-01 19:50:00,Stormy,jam,motorcycle ,Metropolitian ,130,Jewelry,4.7,10.725142213576138
