Order_ID,Agent_Age,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,Agent_Rating
ucyj492960393,30,11.022169,76.999594,11.152169,77.129594,2022-03-08,1900-01-01 21:10:00,1900-01-01 21:20:00,Windy,jam,motorcycle ,Metropolitian ,160,Kitchen,4.3
hnam242894465,29,0.0,0.0,0.09,0.09,2022-03-12,1900-01-01 21:10:00,1900-01-01 21:20:00,Fog,jam,scooter ,Metropolitian ,32,Grocery,4.7
rujy290455167,35,23.353783,85.326967,23.463783,85.436967,2022-03-18,1900-01-01 23:35:00,1900-01-01 23:40:00,Sunny,low,motorcycle ,Urban ,100,Outdoors,4.9
evke003358016,21,12.970324,77.645748,13.030324,77.705748,2022-03-11,1900-01-01 22:00:00,1900-01-01 22:05:00,Fog,jam,motorcycle ,Urban ,120,Cosmetics,4.9
gsno445907918,38,22.732225,75.874765,22.742225,75.884765,2022-03-30,1900-01-01 11:50:00,1900-01-01 12:00:00,Sunny,high,motorcycle ,Urban ,110,Skincare,4.6
mwxp558144568,23,18.554382,73.798206,18.664382,73.908206,2022-03-10,1900-01-01 19:25:00,1900-01-01 19:35:00,Sandstorms,jam,motorcycle ,Urban ,80,Toys,4.7
iodj228743674,36,0.0,0.0,0.09,0.09,2022-03-27,1900-01-01 17:55:00,1900-01-01 18:05:00,Cloudy,medium,motorcycle ,Metropolitian ,205,Toys,4.8
dbwn963955902,25,0.0,0.0,0.11,0.11,2022-03-29,1900-01-01 23:40:00,1900-01-01 23:50:00,Cloudy,low,scooter ,Urban ,125,Cosmetics,5.0
lzpb971223843,27,12.297954,76.665169,12.347954,76.715169,2022-03-19,1900-01-01 17:45:00,1900-01-01 17:55:00,Sandstorms,medium,motorcycle ,Urban ,130,Toys,4.6
dqjj592496162,25,26.492106,80.327797,26.622106,80.457797,2022-02-16,1900-01-01 20:20:00,1900-01-01 20:25:00,Sandstorms,jam,scooter ,Metropolitian ,130,Apparel,4.9
nrte496184052,34,11.025083,77.015393,11.105083,77.095393,2022-03-04,1900-01-01 21:10:00,1900-01-01 21:25:00,Fog,jam,motorcycle ,Metropolitian ,185,Pet Supplies,4.7
lsig060089649,31,12.334022,76.618203,12.394022,76.678203,2022-03-30,1900-01-01 19:30:00,1900-01-01 19:40:00,Windy,jam,van,Metropolitian ,170,Shoes,4.9
lmuy194975753,29,26.471529,80.313458,26.561529,80.403458,2022-02-14,1900-01-01 23:10:00,1900-01-01 23:15:00,Fog,low,motorcycle ,Metropolitian ,120,Apparel,4.8
gifu569653807,25,17.429585,78.392621,17.459585,78.422621,2022-03-07,1900-01-01 21:20:00,1900-01-01 21:30:00,Windy,jam,motorcycle ,Metropolitian ,90,Outdoors,4.9
lazf503310313,32,13.054347,80.257221,13.134347,80.337221,2022-03-31,1900-01-01 23:30:00,1900-01-01 23:35:00,Fog,low,van,Metropolitian ,170,Kitchen,4.5
eoil362220250,29,26.892312,75.806896,27.032312,75.946896,2022-03-12,1900-01-01 19:30:00,1900-01-01 19:40:00,Sunny,jam,van,Urban ,24,Grocery,4.9
azrl803638019,35,22.760072,75.892574,22.840072,75.972574,2022-03-04,1900-01-01 20:30:00,1900-01-01 20:40:00,Fog,jam,motorcycle ,Metropolitian ,230,Outdoors,4.9
sght409218589,27,9.966783,76.242981,10.096783,76.372981,2022-02-14,1900-01-01 22:25:00,1900-01-01 22:40:00,Sandstorms,low,motorcycle ,Urban ,50,Snacks,4.8
dzdz609710518,34,19.176269,72.836721,19.226269,72.886721,2022-03-21,1900-01-01 23:50:00,1900-01-01 00:05:00,Cloudy,low,motorcycle ,Metropolitian ,80,Clothing,4.7
bdop465949783,26,22.310237,73.158921,22.340237,73.188921,2022-03-21,1900-01-01 23:40:00,1900-01-01 23:45:00,Sunny,low,scooter ,Metropolitian ,105,Snacks,4.9
klgy069496493,33,26.891191,75.802083,26.911191,75.822083,2022-03-13,1900-01-01 09:00:00,1900-01-01 09:05:00,Windy,low,van,Urban ,145,Jewelry,4.8
uzip295915315,36,26.905287,75.794592,26.955287,75.844592,2022-03-11,1900-01-01 20:00:00,1900-01-01 20:05:00,Stormy,jam,scooter ,Urban ,160,Kitchen,4.6
brov215433761,34,19.880256,75.323503,19.910256,75.353503,2022-02-13,1900-01-01 21:25:00,1900-01-01 21:30:00,Fog,jam,scooter ,Metropolitian ,175,Books,4.9
fqia795201610,39,0.0,0.0,0.06,0.06,2022-03-05,1900-01-01 19:30:00,1900-01-01 19:45:00,Sunny,jam,motorcycle ,Metropolitian ,125,Jewelry,4.6
rrws681788954,31,0.0,0.0,0.06,0.06,2022-02-15,1900-01-01 17:15:00,1900-01-01 17:20:00,Sandstorms,medium,scooter ,Urban ,155,Apparel,5.0
glou136039157,20,21.157729,72.768726,21.287729,72.898726,2022-03-06,1900-01-01 21:15:00,1900-01-01 21:20:00,Sunny,jam,scooter ,Metropolitian ,80,Outdoors,5.0
jaze896337016,37,22.751857,75.866699,22.831857,75.946699,2022-03-31,1900-01-01 23:35:00,1900-01-01 23:50:00,Fog,low,scooter ,Other,145,Sports,4.9
ivsm292295543,29,30.899992,75.831338,30.969992,75.901338,2022-02-16,1900-01-01 20:10:00,1900-01-01 20:25:00,Windy,jam,van,Metropolitian ,135,Outdoors,4.6
ifli215846322,31,11.010375,76.95295,11.030375,76.97295,2022-04-03,1900-01-01 11:35:00,1900-01-01 11:50:00,Windy,high,motorcycle ,Metropolitian ,200,Skincare,4.1
ojms408727953,30,18.543626,73.905101,18.583626,73.945101,2022-03-09,1900-01-01 13:55:00,1900-01-01 14:05:00,Stormy,high,motorcycle ,Urban ,240,Toys,4.0
ffhl423530637,34,22.753659,75.903365,22.813659,75.963365,2022-03-03,1900-01-01 21:55:00,1900-01-01 22:05:00,Sunny,jam,motorcycle ,Urban ,17,Grocery,4.8
zxmp848801116,35,15.506205,73.766668,15.536205,73.796668,2022-02-13,1900-01-01 17:25:00,1900-01-01 17:40:00,Cloudy,medium,motorcycle ,Metropolitian ,95,Apparel,4.7
wpfh350589279,27,17.451976,78.385883,17.521976,78.455883,2022-03-04,1900-01-01 19:20:00,1900-01-01 19:30:00,Windy,jam,scooter ,Metropolitian ,140,Home,4.7
utyd154148079,39,18.592718,73.773572,18.622718,73.803572,2022-03-17,1900-01-01 23:15:00,1900-01-01 23:20:00,Sandstorms,low,motorcycle ,Metropolitian ,135,Outdoors,4.9
syii271315816,30,23.218998,77.373573,23.268998,77.423573,2022-02-11,1900-01-01 17:35:00,1900-01-01 17:40:00,Windy,medium,motorcycle ,Metropolitian ,150,Shoes,4.6
zepy221267268,39,19.176269,72.836721,19.186269,72.846721,2022-03-30,1900-01-01 09:10:00,1900-01-01 09:20:00,Cloudy,low,van,Urban ,95,Apparel,4.6
maxl391266887,38,13.045479,80.23311,13.075479,80.26311,2022-04-05,1900-01-01 22:15:00,1900-01-01 22:30:00,Fog,low,motorcycle ,Metropolitian ,145,Snacks,4.9
csfa961423268,21,22.745049,75.892471,22.875049,76.022471,2022-03-10,1900-01-01 20:45:00,1900-01-01 21:00:00,Stormy,jam,motorcycle ,Metropolitian ,130,Electronics,4.8
abcw798012701,34,17.433809,78.386744,17.483809,78.436744,2022-04-05,1900-01-01 17:25:00,1900-01-01 17:40:00,Stormy,medium,scooter ,Metropolitian ,150,Skincare,5.0
oqly471921804,23,19.120083,72.907385,19.150083,72.937385,2022-03-28,1900-01-01 20:15:00,1900-01-01 20:20:00,Stormy,jam,scooter ,Metropolitian ,50,Electronics,4.9
hfwe937490819,33,22.745049,75.892471,22.785049,75.932471,2022-03-26,1900-01-01 13:30:00,1900-01-01 13:45:00,Fog,high,scooter ,Metropolitian ,165,Toys,4.1
vegi234463128,28,18.536562,73.896485,18.576562,73.936485,2022-03-13,1900-01-01 12:25:00,1900-01-01 12:30:00,Fog,high,motorcycle ,Metropolitian ,120,Shoes,5.0
tbdy824407015,38,12.284747,76.625861,12.294747,76.635861,2022-03-07,1900-01-01 08:25:00,1900-01-01 08:30:00,Stormy,low,scooter ,Metropolitian ,145,Apparel,4.9
sdjh288789925,38,0.0,0.0,0.03,0.03,2022-03-07,1900-01-01 18:55:00,1900-01-01 19:10:00,Sandstorms,medium,motorcycle ,Other,27,Grocery,4.8
erqr041510565,28,12.337928,76.617889,12.417928,76.697889,2022-04-02,1900-01-01 17:25:00,1900-01-01 17:40:00,Windy,medium,scooter ,Metropolitian ,15,Grocery,4.9
cymw284769087,39,13.045479,80.23311,13.095479,80.28311,2022-03-07,1900-01-01 21:25:00,1900-01-01 21:30:00,Windy,jam,van,Urban ,150,Home,4.5
cmsu691492886,39,11.003008,76.97544,11.133009,77.10544,2022-03-31,1900-01-01 20:45:00,1900-01-01 20:50:00,Fog,jam,scooter ,Metropolitian ,235,Sports,4.1
gvyj496647572,24,11.010375,76.95295,11.080375,77.02295,2022-04-06,1900-01-01 20:40:00,1900-01-01 20:50:00,Cloudy,jam,motorcycle ,Metropolitian ,190,Toys,4.4
ixhw295029669,32,23.369746,85.33982,23.429746,85.39982,2022-04-01,1900-01-01 17:10:00,1900-01-01 17:15:00,Sunny,medium,van,Metropolitian ,90,Cosmetics,4.8
fjbs995695229,26,12.979096,77.640625,13.029096,77.690625,2022-03-24,1900-01-01 21:20:00,1900-01-01 21:25:00,Sandstorms,jam,motorcycle ,Other,75,Shoes,4.8
pvln436223475,27,19.880256,75.323503,19.930256,75.373503,2022-02-17,1900-01-01 00:00:00,1900-01-01 00:15:00,Windy,low,scooter ,Urban ,65,Apparel,4.7
gkdx731794910,24,26.911927,75.797282,27.001927,75.887282,2022-03-10,1900-01-01 23:30:00,1900-01-01 23:40:00,Stormy,low,scooter ,Urban ,75,Skincare,4.9
bxvl341811037,26,12.979096,77.640625,13.069096,77.730625,2022-03-29,1900-01-01 00:00:00,1900-01-01 00:10:00,Sunny,low,motorcycle ,Urban ,135,Pet Supplies,4.9
smif648940605,23,13.027018,80.254791,13.097018,80.324791,2022-04-04,1900-01-01 20:45:00,1900-01-01 21:00:00,Windy,jam,scooter ,Metropolitian ,125,Kitchen,4.9
khlu757597736,31,19.1093,72.825451,19.1293,72.845451,2022-03-24,1900-01-01 09:10:00,1900-01-01 09:25:00,Sunny,low,motorcycle ,Metropolitian ,115,Skincare,4.7
yjld411726157,28,18.546258,73.904337,18.616258,73.974337,2022-03-14,1900-01-01 18:30:00,1900-01-01 18:45:00,Stormy,medium,motorcycle ,Metropolitian ,115,Kitchen,4.9
mgvy880966494,37,17.458998,78.500366,17.528998,78.570366,2022-04-06,1900-01-01 21:10:00,1900-01-01 21:15:00,Stormy,jam,scooter ,Metropolitian ,140,Snacks,4.7
ewrk731466259,22,11.001753,76.986241,11.111753,77.096241,2022-03-31,1900-01-01 17:50:00,1900-01-01 18:05:00,Stormy,medium,motorcycle ,Metropolitian ,140,Toys,4.9
tpih066788772,26,18.51421,73.838429,18.57421,73.898429,2022-03-09,1900-01-01 23:35:00,1900-01-01 23:45:00,Cloudy,low,motorcycle ,Metropolitian ,80,Electronics,4.5
eurf014601958,33,22.75004,75.902847,22.80004,75.952847,2022-03-26,1900-01-01 17:10:00,1900-01-01 17:20:00,Cloudy,medium,scooter ,Metropolitian ,95,Pet Supplies,4.9
fqbq386034145,39,18.536562,73.896485,18.586562,73.946485,2022-03-30,1900-01-01 19:25:00,1900-01-01 19:35:00,Windy,jam,motorcycle ,Metropolitian ,195,Kitchen,4.9
vvkc269584973,29,19.22384,72.841347,19.23384,72.851347,2022-03-24,1900-01-01 10:30:00,1900-01-01 10:35:00,Windy,low,motorcycle ,Urban ,50,Clothing,4.5
viha999107245,24,22.744648,75.894377,22.754648,75.904377,2022-03-21,1900-01-01 10:35:00,1900-01-01 10:50:00,Fog,low,scooter ,Urban ,80,Outdoors,4.7
hhin215210712,32,18.554382,73.798206,18.604382,73.848206,2022-03-01,1900-01-01 19:20:00,1900-01-01 19:25:00,Sunny,jam,motorcycle ,Metropolitian ,140,Skincare,4.6
gelu054323469,34,11.010375,76.95295,11.120375,77.06295,2022-03-16,1900-01-01 20:50:00,1900-01-01 21:05:00,Stormy,jam,motorcycle ,Metropolitian ,205,Kitchen,4.7
qeho083509689,28,12.914264,77.6784,12.994264,77.7584,2022-03-10,1900-01-01 21:35:00,1900-01-01 21:45:00,Windy,jam,motorcycle ,Urban ,190,Pet Supplies,4.6
eutq842159121,28,18.927584,72.832585,18.937584,72.842585,2022-03-28,1900-01-01 12:00:00,1900-01-01 12:05:00,Stormy,high,motorcycle ,Urban ,80,Toys,4.8
vvcd789271087,24,19.878028,75.317475,19.888028,75.327475,2022-02-17,1900-01-01 10:35:00,1900-01-01 10:40:00,Cloudy,low,van,Metropolitian ,75,Skincare,4.9
vnbx372784180,23,22.308096,73.167753,22.328096,73.187753,2022-04-01,1900-01-01 11:55:00,1900-01-01 12:10:00,Stormy,high,motorcycle ,Metropolitian ,140,Clothing,4.9
sxhu132254046,26,22.310237,73.158921,22.390237,73.238921,2022-03-14,1900-01-01 20:00:00,1900-01-01 20:05:00,Windy,jam,van,Urban ,75,Electronics,5.0
rfzt811529279,23,11.008638,76.984311,11.138638,77.114311,2022-03-18,1900-01-01 23:15:00,1900-01-01 23:30:00,Sandstorms,low,scooter ,Urban ,75,Outdoors,4.6
quks978032911,27,23.371292,85.327872,23.391292,85.347872,2022-03-09,1900-01-01 09:55:00,1900-01-01 10:00:00,Stormy,low,motorcycle ,Urban ,100,Shoes,4.0
siaa365209228,27,21.173493,72.801953,21.183493,72.811953,2022-03-26,1900-01-01 09:30:00,1900-01-01 09:40:00,Cloudy,low,motorcycle ,Metropolitian ,105,Toys,4.5
jmih664014926,23,22.695207,75.866059,22.735207,75.906059,2022-03-09,1900-01-01 14:25:00,1900-01-01 14:30:00,Windy,high,motorcycle ,Metropolitian ,190,Home,4.1
bgko269458844,21,17.422819,78.449578,17.462819,78.489578,2022-03-24,1900-01-01 13:30:00,1900-01-01 13:35:00,Sunny,high,motorcycle ,Metropolitian ,90,Books,4.7
wgfy860745880,26,13.064181,80.236442,13.154181,80.326442,2022-03-20,1900-01-01 22:30:00,1900-01-01 22:35:00,Sunny,low,scooter ,Metropolitian ,160,Apparel,2.7
jstu714214084,38,0.0,0.0,0.13,0.13,2022-04-06,1900-01-01 18:15:00,1900-01-01 18:20:00,Windy,medium,motorcycle ,Metropolitian ,245,Outdoors,4.7
kjrw297079809,37,11.025083,77.015393,11.065083,77.055393,2022-03-07,1900-01-01 16:25:00,1900-01-01 16:35:00,Sunny,medium,scooter ,Urban ,95,Skincare,4.6
rvdw240487270,20,12.906229,77.596791,13.016229,77.706791,2022-03-14,1900-01-01 19:50:00,1900-01-01 20:05:00,Stormy,jam,scooter ,Metropolitian ,95,Electronics,4.7
btvm349024498,31,26.849596,75.800512,26.869596,75.820512,2022-03-19,1900-01-01 10:10:00,1900-01-01 10:20:00,Fog,low,motorcycle ,Metropolitian ,80,Electronics,4.7
wzmx273685693,37,11.026117,76.944652,11.036117,76.954652,2022-03-21,1900-01-01 08:55:00,1900-01-01 09:10:00,Windy,low,scooter ,Metropolitian ,120,Outdoors,4.9
zhhz216307293,34,22.569367,88.433187,22.589367,88.453187,2022-02-15,1900-01-01 09:50:00,1900-01-01 10:00:00,Windy,low,motorcycle ,Urban ,110,Apparel,4.3
atmk476680377,21,19.866969,75.318894,19.936969,75.388894,2022-02-14,1900-01-01 17:15:00,1900-01-01 17:20:00,Stormy,medium,motorcycle ,Metropolitian ,120,Outdoors,4.6
sfmx806211262,24,9.959778,76.296106,10.019778,76.356106,2022-02-13,1900-01-01 22:40:00,1900-01-01 22:50:00,Cloudy,low,motorcycle ,Metropolitian ,22,Grocery,5.0
faea294530784,26,12.337978,76.616792,12.357978,76.636792,2022-03-21,1900-01-01 09:35:00,1900-01-01 09:40:00,Sandstorms,low,motorcycle ,Metropolitian ,90,Kitchen,4.5
vlul521811126,21,22.725748,75.898497,22.755747,75.928497,2022-04-05,1900-01-01 23:10:00,1900-01-01 23:25:00,Windy,low,motorcycle ,Other,75,Kitchen,4.0
ghlj828729785,30,18.636215,73.751081,18.746215,73.861081,2022-03-25,1900-01-01 18:30:00,1900-01-01 18:45:00,Sunny,medium,motorcycle ,Metropolitian ,180,Sports,4.0
npms995801496,24,22.751857,75.866699,22.791857,75.906699,2022-03-26,1900-01-01 15:50:00,1900-01-01 16:00:00,Cloudy,medium,scooter ,Urban ,65,Home,4.7
ddjr299534701,22,26.481547,80.299775,26.501547,80.319775,2022-02-17,1900-01-01 11:00:00,1900-01-01 11:05:00,Cloudy,low,motorcycle ,Metropolitian ,100,Cosmetics,4.6
sizn626814184,29,0.0,0.0,0.06,0.06,2022-04-05,1900-01-01 17:25:00,1900-01-01 17:40:00,Stormy,medium,motorcycle ,Metropolitian ,140,Toys,4.6
vgqb723276362,24,0.0,0.0,0.01,0.01,2022-03-07,1900-01-01 10:55:00,1900-01-01 11:10:00,Fog,low,scooter ,Urban ,65,Electronics,4.8
nomo769277994,23,26.902328,75.794257,26.962328,75.854257,2022-03-19,1900-01-01 20:25:00,1900-01-01 20:40:00,Fog,jam,motorcycle ,Metropolitian ,120,Kitchen,5.0
ueor583219215,21,19.221315,72.862381,19.271315,72.912381,2022-03-03,1900-01-01 19:00:00,1900-01-01 19:15:00,Sunny,medium,motorcycle ,Metropolitian ,95,Snacks,4.7
uube720520801,36,17.483216,78.552111,17.613216,78.682111,2022-03-02,1900-01-01 18:10:00,1900-01-01 18:25:00,Stormy,medium,motorcycle ,Metropolitian ,160,Sports,4.6
tyky715657423,24,18.516216,73.842527,18.576216,73.902527,2022-03-09,1900-01-01 17:20:00,1900-01-01 17:25:00,Sandstorms,medium,scooter ,Metropolitian ,135,Clothing,4.7
vssz271894095,25,18.516216,73.842527,18.546216,73.872527,2022-03-19,1900-01-01 20:15:00,1900-01-01 20:20:00,Windy,jam,motorcycle ,Urban ,10,Grocery,4.9
xsot881578852,33,26.891191,75.802083,27.031191,75.942083,2022-03-25,1900-01-01 22:10:00,1900-01-01 22:20:00,Fog,low,motorcycle ,Metropolitian ,185,Sports,4.1
gzsb324054944,36,17.410371,78.437225,17.520371,78.547225,2022-03-12,1900-01-01 22:35:00,1900-01-01 22:45:00,Windy,low,scooter ,Urban ,80,Skincare,4.9
dfhg422623975,20,23.354422,85.3329,23.374422,85.3529,2022-03-19,1900-01-01 11:55:00,1900-01-01 12:05:00,Fog,high,motorcycle ,Urban ,130,Shoes,4.8
ubkx265947390,35,22.31279,73.170283,22.37279,73.230283,2022-03-01,1900-01-01 20:30:00,1900-01-01 20:45:00,Fog,jam,van,Metropolitian ,190,Books,4.2
izgv389289962,24,13.091809,80.219104,13.111809,80.239104,2022-03-09,1900-01-01 09:40:00,1900-01-01 09:45:00,Windy,low,motorcycle ,Metropolitian ,80,Jewelry,4.5
xiqj860730420,22,19.207222,72.972281,19.237222,73.002281,2022-04-01,1900-01-01 20:25:00,1900-01-01 20:30:00,Sunny,jam,van,Urban ,65,Outdoors,4.8
isvl463686777,31,22.753659,75.903365,22.863659,76.013365,2022-03-20,1900-01-01 19:45:00,1900-01-01 19:50:00,Sandstorms,jam,scooter ,Urban ,180,Pet Supplies,4.4
rkte636245488,20,21.17106,72.789292,21.25106,72.869292,2022-03-06,1900-01-01 19:00:00,1900-01-01 19:10:00,Cloudy,medium,scooter ,Metropolitian ,145,Skincare,4.9
ephi446373164,34,12.939496,77.625999,13.069496,77.755999,2022-03-31,1900-01-01 20:15:00,1900-01-01 20:30:00,Cloudy,jam,motorcycle ,Metropolitian ,245,Home,4.1
ygic299009596,30,12.321214,76.621094,12.331214,76.631094,2022-03-17,1900-01-01 11:15:00,1900-01-01 11:20:00,Sandstorms,high,motorcycle ,Metropolitian ,210,Pet Supplies,4.6
mbir640815216,31,22.732225,75.874765,22.772225,75.914765,2022-03-24,1900-01-01 12:55:00,1900-01-01 13:00:00,Stormy,high,motorcycle ,Metropolitian ,135,Pet Supplies,4.6
vcvb303111422,27,23.371292,85.327872,23.461292,85.417872,2022-04-02,1900-01-01 17:45:00,1900-01-01 18:00:00,Sandstorms,medium,motorcycle ,Urban ,95,Kitchen,4.7
wnhb934850986,26,0.0,0.0,0.08,0.08,2022-03-23,1900-01-01 17:40:00,1900-01-01 17:55:00,Sunny,medium,motorcycle ,Metropolitian ,95,Apparel,4.6
snsr476420602,29,13.081878,80.248519,13.211878,80.378519,2022-03-27,1900-01-01 19:30:00,1900-01-01 19:35:00,Sandstorms,jam,scooter ,Metropolitian ,75,Home,4.7
ltgd757066577,38,26.910262,75.783013,26.980262,75.853013,2022-03-27,1900-01-01 20:30:00,1900-01-01 20:45:00,Cloudy,jam,motorcycle ,Semi-Urban ,235,Pet Supplies,4.9
vwlv834523090,39,12.975377,77.696664,13.035377,77.756664,2022-04-03,1900-01-01 18:40:00,1900-01-01 18:55:00,Fog,medium,motorcycle ,Metropolitian ,95,Outdoors,4.9
zhrm212545723,21,22.745049,75.892471,22.795049,75.942471,2022-03-09,1900-01-01 17:40:00,1900-01-01 17:45:00,Sunny,medium,motorcycle ,Metropolitian ,110,Shoes,4.6
tjuo056035371,32,25.451517,81.832616,25.581517,81.962616,2022-02-16,1900-01-01 23:30:00,1900-01-01 23:40:00,Stormy,low,motorcycle ,Urban ,115,Electronics,4.9
hiqn316314934,33,12.913041,77.683237,12.923041,77.693237,2022-04-03,1900-01-01 10:30:00,1900-01-01 10:40:00,Cloudy,low,van,Metropolitian ,85,Sports,5.0
rguu424789893,25,19.1813,72.836191,19.2513,72.906191,2022-03-02,1900-01-01 23:10:00,1900-01-01 23:25:00,Sunny,low,scooter ,Metropolitian ,200,Snacks,3.5
znln817847818,35,22.745049,75.892471,22.855049,76.002471,2022-04-04,1900-01-01 17:35:00,1900-01-01 17:40:00,Sunny,medium,scooter ,Urban ,145,Apparel,4.6
ipoh571241782,23,15.496162,73.825364,15.506162,73.835364,2022-02-15,1900-01-01 10:45:00,1900-01-01 10:50:00,Sunny,low,van,Urban ,110,Outdoors,4.7
rutm468324484,20,22.725835,75.887648,22.745835,75.907648,2022-04-05,1900-01-01 10:40:00,1900-01-01 10:45:00,Fog,low,scooter ,Metropolitian ,90,Toys,5.0
xfbm959177584,21,18.636215,73.751081,18.766215,73.881081,2022-03-10,1900-01-01 23:40:00,1900-01-01 23:50:00,Sandstorms,low,motorcycle ,Urban ,12,Grocery,4.8
gihk781020296,34,0.0,0.0,0.11,0.11,2022-03-14,1900-01-01 21:00:00,1900-01-01 21:15:00,Stormy,jam,scooter ,Metropolitian ,185,Books,4.1
qmff323163254,37,12.970221,77.645396,12.990221,77.665396,2022-03-19,1900-01-01 08:50:00,1900-01-01 09:05:00,Windy,low,motorcycle ,Metropolitian ,100,Toys,4.0
arzh841927357,21,12.311072,76.654878,12.441072,76.784878,2022-03-10,1900-01-01 20:55:00,1900-01-01 21:10:00,Stormy,jam,motorcycle ,Urban ,190,Pet Supplies,4.6
itvv596337064,37,22.74806,75.8934,22.76806,75.9134,2022-03-26,1900-01-01 08:30:00,1900-01-01 08:45:00,Stormy,low,motorcycle ,Metropolitian ,135,Kitchen,4.9
prsa041955863,37,0.0,0.0,0.13,0.13,2022-03-02,1900-01-01 20:10:00,1900-01-01 20:25:00,Sunny,jam,motorcycle ,Urban ,145,Clothing,5.0
jktt987525134,20,26.921411,75.793604,27.051411,75.923604,2022-03-31,1900-01-01 20:50:00,1900-01-01 21:05:00,Fog,jam,motorcycle ,Metropolitian ,245,Kitchen,4.5
uvak144414032,37,9.985497,76.276999,10.035497,76.326999,2022-02-17,1900-01-01 20:40:00,1900-01-01 20:55:00,Sunny,jam,scooter ,Metropolitian ,90,Toys,4.6
uari976043092,32,21.173493,72.801953,21.233493,72.861953,2022-04-03,1900-01-01 23:20:00,1900-01-01 23:30:00,Sandstorms,low,scooter ,Metropolitian ,135,Electronics,5.0
tili722239861,25,21.186884,72.793616,21.296884,72.903616,2022-03-10,1900-01-01 23:50:00,1900-01-01 00:05:00,Stormy,low,motorcycle ,Urban ,95,Kitchen,4.9
rogc412601724,22,21.157735,72.768778,21.207735,72.818778,2022-03-01,1900-01-01 22:10:00,1900-01-01 22:15:00,Sandstorms,low,motorcycle ,Urban ,85,Apparel,4.7
tnge270093639,30,19.874103,75.368419,19.884103,75.378419,2022-02-15,1900-01-01 11:30:00,1900-01-01 11:35:00,Windy,high,motorcycle ,Metropolitian ,180,Apparel,4.9
ypfu626960926,28,21.173343,72.792731,21.193343,72.812731,2022-03-21,1900-01-01 11:55:00,1900-01-01 12:10:00,Windy,high,motorcycle ,Metropolitian ,50,Home,5.0
omji901600883,21,19.003517,72.82765,19.093517,72.91765,2022-03-23,1900-01-01 17:35:00,1900-01-01 17:50:00,Sandstorms,medium,motorcycle ,Metropolitian ,120,Home,4.7
nbpa118419286,24,0.0,0.0,0.02,0.02,2022-02-15,1900-01-01 09:35:00,1900-01-01 09:45:00,Cloudy,low,scooter ,Urban ,90,Skincare,4.6
gzfs562386878,21,18.533811,73.899315,18.613811,73.979315,2022-04-04,1900-01-01 22:40:00,1900-01-01 22:45:00,Sandstorms,low,motorcycle ,Other,105,Kitchen,4.5
lzbn011779816,28,22.74806,75.8934,22.87806,76.0234,2022-03-23,1900-01-01 21:35:00,1900-01-01 21:50:00,Cloudy,jam,motorcycle ,Metropolitian ,235,Pet Supplies,4.6
xnhx726303823,34,13.005801,80.250744,13.115801,80.360744,2022-03-20,1900-01-01 19:45:00,1900-01-01 19:55:00,Cloudy,jam,motorcycle ,Metropolitian ,205,Skincare,4.9
yjee196084814,28,22.310237,73.158921,22.390237,73.238921,2022-03-25,1900-01-01 22:10:00,1900-01-01 22:15:00,Sandstorms,low,motorcycle ,Metropolitian ,100,Apparel,5.0
ojpy959331841,24,0.0,0.0,0.04,0.04,2022-02-13,1900-01-01 17:00:00,1900-01-01 17:05:00,Stormy,medium,scooter ,Metropolitian ,21,Grocery,4.8
rsdu624370407,37,22.651847,75.881991,22.711847,75.941991,2022-03-24,1900-01-01 17:15:00,1900-01-01 17:20:00,Cloudy,medium,scooter ,Metropolitian ,80,Books,4.9
hmhe736819063,28,22.75004,75.902847,22.84004,75.992847,2022-03-06,1900-01-01 22:40:00,1900-01-01 22:50:00,Fog,low,scooter ,Metropolitian ,125,Apparel,4.8
ahcx094193060,33,12.906229,77.596791,12.936229,77.626791,2022-03-09,1900-01-01 20:40:00,1900-01-01 20:45:00,Cloudy,jam,scooter ,Metropolitian ,190,Shoes,5.0
girz448266533,32,12.310972,76.659264,12.370972,76.719264,2022-03-11,1900-01-01 21:45:00,1900-01-01 22:00:00,Windy,jam,motorcycle ,Urban ,145,Sports,4.5
wlsg765794498,22,17.433809,78.386744,17.503809,78.456744,2022-03-08,1900-01-01 19:15:00,1900-01-01 19:30:00,Fog,jam,scooter ,Metropolitian ,175,Cosmetics,4.9
datn304243996,30,22.311603,73.165012,22.401603,73.255012,2022-03-02,1900-01-01 20:00:00,1900-01-01 20:05:00,Windy,jam,motorcycle ,Metropolitian ,260,Kitchen,5.0
zmms635283808,20,18.563934,73.915367,18.623935,73.975367,2022-04-03,1900-01-01 19:00:00,1900-01-01 19:05:00,Fog,medium,motorcycle ,Urban ,65,Books,4.9
agao853458235,34,12.337978,76.616792,12.407978,76.686792,2022-03-27,1900-01-01 19:50:00,1900-01-01 19:55:00,Sunny,jam,scooter ,Urban ,135,Skincare,5.0
irhs321608672,20,0.0,0.0,0.13,0.13,2022-03-25,1900-01-01 23:35:00,1900-01-01 23:40:00,Stormy,low,scooter ,Metropolitian ,90,Books,4.8
